ID,Band0,Band1,Band2,Class
7117,137.0,64.0,58.0,1
7118,105.0,38.0,32.0,1
7119,94.0,33.0,28.0,1
7120,94.0,39.0,34.0,1
7121,88.0,35.0,31.0,1
7122,71.0,20.0,17.0,1
7123,95.0,46.0,42.0,1
7124,87.0,37.0,36.0,1
7125,74.0,23.0,20.0,1
7126,71.0,17.0,15.0,1
7127,120.0,62.0,60.0,1
7128,102.0,38.0,38.0,1
7129,110.0,45.0,43.0,1
7130,116.0,46.0,46.0,1
7131,116.0,45.0,43.0,1
7132,117.0,46.0,44.0,1
7133,112.0,42.0,40.0,1
7134,93.0,25.0,24.0,1
7135,99.0,34.0,32.0,1
7136,98.0,35.0,30.0,1
7137,112.0,51.0,46.0,1
7138,104.0,40.0,38.0,1
7139,86.0,22.0,20.0,1
7140,79.0,14.0,12.0,1
7141,107.0,42.0,38.0,1
7142,117.0,50.0,44.0,1
7143,111.0,42.0,35.0,1
7144,111.0,42.0,35.0,1
7145,116.0,49.0,43.0,1
7146,112.0,53.0,49.0,1
7147,93.0,40.0,36.0,1
7148,84.0,39.0,36.0,1
7149,72.0,34.0,31.0,1
7150,57.0,26.0,23.0,1
7151,44.0,16.0,13.0,1
7152,34.0,13.0,10.0,1
7153,38.0,17.0,14.0,1
7154,41.0,13.0,10.0,1
7155,50.0,16.0,14.0,1
7156,53.0,13.0,11.0,1
7157,65.0,20.0,17.0,1
7158,84.0,33.0,30.0,1
7159,107.0,49.0,48.0,1
7160,101.0,41.0,40.0,1
7161,87.0,27.0,26.0,1
7162,88.0,32.0,31.0,1
7163,77.0,26.0,25.0,1
7164,57.0,9.0,7.0,1
7165,80.0,32.0,30.0,1
7166,76.0,28.0,26.0,1
7167,93.0,45.0,43.0,1
7168,104.0,56.0,52.0,1
7169,77.0,33.0,30.0,1
7170,38.0,0.0,0.0,1
7171,96.0,35.0,32.0,1
7172,90.0,27.0,22.0,1
7173,93.0,26.0,20.0,1
7174,108.0,37.0,31.0,1
7175,116.0,39.0,33.0,1
7176,121.0,42.0,37.0,1
7177,127.0,48.0,43.0,1
7178,111.0,36.0,31.0,1
7179,114.0,47.0,41.0,1
7180,106.0,45.0,40.0,1
7181,100.0,45.0,40.0,1
7182,89.0,38.0,34.0,1
7183,82.0,34.0,30.0,1
7184,79.0,34.0,31.0,1
7185,70.0,25.0,22.0,1
7186,64.0,16.0,14.0,1
7187,69.0,20.0,16.0,1
7188,75.0,22.0,18.0,1
7189,98.0,38.0,37.0,1
7190,115.0,51.0,49.0,1
7191,107.0,39.0,38.0,1
7192,95.0,25.0,23.0,1
7193,104.0,34.0,32.0,1
7194,121.0,51.0,49.0,1
7195,84.0,16.0,15.0,1
7196,85.0,20.0,16.0,1
7197,95.0,32.0,27.0,1
7198,108.0,45.0,40.0,1
7199,103.0,38.0,34.0,1
7200,85.0,17.0,14.0,1
7201,89.0,21.0,18.0,1
7202,114.0,47.0,41.0,1
7203,126.0,59.0,53.0,1
7204,113.0,46.0,38.0,1
7205,113.0,46.0,38.0,1
7206,107.0,44.0,37.0,1
7207,91.0,36.0,31.0,1
7208,86.0,38.0,34.0,1
7209,71.0,32.0,27.0,1
7210,60.0,29.0,24.0,1
7211,52.0,24.0,20.0,1
7212,44.0,23.0,18.0,1
7213,33.0,15.0,11.0,1
7214,38.0,19.0,15.0,1
7215,44.0,16.0,13.0,1
7216,46.0,12.0,10.0,1
7217,57.0,16.0,14.0,1
7218,72.0,22.0,21.0,1
7219,91.0,37.0,35.0,1
7220,83.0,25.0,24.0,1
7221,103.0,43.0,42.0,1
7222,95.0,37.0,36.0,1
7223,70.0,19.0,18.0,1
7224,60.0,12.0,12.0,1
7225,53.0,9.0,8.0,1
7226,55.0,14.0,12.0,1
7227,66.0,20.0,20.0,1
7228,91.0,43.0,41.0,1
7229,99.0,51.0,47.0,1
7230,68.0,23.0,20.0,1
7231,54.0,16.0,13.0,1
7232,81.0,22.0,18.0,1
7233,91.0,27.0,25.0,1
7234,99.0,31.0,28.0,1
7235,119.0,45.0,42.0,1
7236,129.0,50.0,46.0,1
7237,127.0,46.0,42.0,1
7238,113.0,32.0,28.0,1
7239,115.0,37.0,33.0,1
7240,116.0,45.0,41.0,1
7241,101.0,36.0,32.0,1
7242,90.0,31.0,27.0,1
7243,90.0,36.0,34.0,1
7244,68.0,20.0,18.0,1
7245,61.0,20.0,18.0,1
7246,57.0,17.0,15.0,1
7247,57.0,17.0,15.0,1
7248,60.0,19.0,17.0,1
7249,64.0,19.0,16.0,1
7250,91.0,40.0,39.0,1
7251,90.0,32.0,31.0,1
7252,86.0,25.0,22.0,1
7253,91.0,26.0,24.0,1
7254,107.0,37.0,35.0,1
7255,113.0,43.0,41.0,1
7256,95.0,25.0,23.0,1
7257,100.0,32.0,29.0,1
7258,109.0,41.0,38.0,1
7259,118.0,51.0,45.0,1
7260,104.0,37.0,31.0,1
7261,101.0,34.0,28.0,1
7262,116.0,49.0,43.0,1
7263,100.0,33.0,27.0,1
7264,119.0,54.0,48.0,1
7265,108.0,45.0,40.0,1
7266,106.0,45.0,40.0,1
7267,91.0,33.0,29.0,1
7268,85.0,34.0,31.0,1
7269,69.0,25.0,22.0,1
7270,72.0,37.0,33.0,1
7271,52.0,21.0,18.0,1
7272,53.0,25.0,22.0,1
7273,42.0,17.0,13.0,1
7274,42.0,18.0,16.0,1
7275,41.0,15.0,14.0,1
7276,39.0,5.0,4.0,1
7277,51.0,9.0,10.0,1
7278,80.0,30.0,29.0,1
7279,94.0,40.0,38.0,1
7280,104.0,48.0,47.0,1
7281,88.0,30.0,28.0,1
7282,99.0,41.0,39.0,1
7283,114.0,58.0,57.0,1
7284,85.0,35.0,34.0,1
7285,51.0,7.0,6.0,1
7286,58.0,18.0,18.0,1
7287,52.0,14.0,13.0,1
7288,53.0,12.0,10.0,1
7289,60.0,15.0,12.0,1
7290,77.0,28.0,24.0,1
7291,89.0,41.0,39.0,1
7292,58.0,17.0,15.0,1
7293,81.0,26.0,23.0,1
7294,89.0,28.0,25.0,1
7295,104.0,36.0,33.0,1
7296,125.0,52.0,46.0,1
7297,125.0,46.0,41.0,1
7298,115.0,34.0,30.0,1
7299,119.0,38.0,34.0,1
7300,119.0,40.0,35.0,1
7301,119.0,44.0,39.0,1
7302,110.0,40.0,38.0,1
7303,108.0,44.0,42.0,1
7304,97.0,41.0,40.0,1
7305,78.0,33.0,30.0,1
7306,54.0,16.0,15.0,1
7307,44.0,10.0,8.0,1
7308,42.0,11.0,8.0,1
7309,47.0,12.0,10.0,1
7310,51.0,11.0,9.0,1
7311,60.0,16.0,13.0,1
7312,67.0,18.0,14.0,1
7313,72.0,17.0,14.0,1
7314,107.0,46.0,43.0,1
7315,123.0,55.0,52.0,1
7316,126.0,56.0,54.0,1
7317,101.0,31.0,29.0,1
7318,95.0,26.0,21.0,1
7319,117.0,48.0,43.0,1
7320,109.0,40.0,35.0,1
7321,109.0,40.0,35.0,1
7322,123.0,54.0,49.0,1
7323,105.0,38.0,32.0,1
7324,94.0,29.0,25.0,1
7325,85.0,24.0,19.0,1
7326,100.0,41.0,37.0,1
7327,97.0,42.0,37.0,1
7328,96.0,45.0,41.0,1
7329,76.0,28.0,24.0,1
7330,77.0,36.0,32.0,1
7331,83.0,48.0,44.0,1
7332,61.0,30.0,25.0,1
7333,53.0,24.0,20.0,1
7334,49.0,19.0,17.0,1
7335,51.0,21.0,19.0,1
7336,47.0,13.0,12.0,1
7337,55.0,15.0,15.0,1
7338,64.0,16.0,16.0,1
7339,77.0,23.0,21.0,1
7340,91.0,33.0,32.0,1
7341,98.0,40.0,38.0,1
7342,101.0,43.0,41.0,1
7343,90.0,35.0,32.0,1
7344,109.0,58.0,55.0,1
7345,84.0,39.0,36.0,1
7346,52.0,12.0,12.0,1
7347,48.0,14.0,13.0,1
7348,48.0,14.0,12.0,1
7349,61.0,21.0,19.0,1
7350,69.0,24.0,21.0,1
7351,76.0,25.0,22.0,1
7352,109.0,58.0,55.0,1
7353,79.0,34.0,31.0,1
7354,71.0,18.0,14.0,1
7355,90.0,31.0,27.0,1
7356,106.0,38.0,35.0,1
7357,122.0,48.0,45.0,1
7358,130.0,51.0,47.0,1
7359,133.0,52.0,48.0,1
7360,126.0,45.0,41.0,1
7361,124.0,43.0,40.0,1
7362,124.0,44.0,43.0,1
7363,116.0,42.0,41.0,1
7364,111.0,46.0,44.0,1
7365,105.0,49.0,48.0,1
7366,86.0,42.0,41.0,1
7367,58.0,24.0,22.0,1
7368,40.0,12.0,9.0,1
7369,37.0,12.0,8.0,1
7370,41.0,11.0,9.0,1
7371,51.0,17.0,15.0,1
7372,61.0,23.0,20.0,1
7373,66.0,23.0,17.0,1
7374,79.0,28.0,24.0,1
7375,94.0,35.0,31.0,1
7376,104.0,39.0,35.0,1
7377,100.0,30.0,28.0,1
7378,96.0,27.0,22.0,1
7379,99.0,28.0,24.0,1
7380,121.0,50.0,46.0,1
7381,115.0,44.0,40.0,1
7382,107.0,36.0,34.0,1
7383,109.0,39.0,37.0,1
7384,117.0,52.0,48.0,1
7385,92.0,29.0,24.0,1
7386,98.0,39.0,35.0,1
7387,95.0,40.0,37.0,1
7388,91.0,40.0,36.0,1
7389,85.0,37.0,33.0,1
7390,77.0,33.0,30.0,1
7391,73.0,34.0,29.0,1
7392,63.0,28.0,24.0,1
7393,55.0,22.0,17.0,1
7394,47.0,13.0,11.0,1
7395,50.0,15.0,13.0,1
7396,58.0,20.0,19.0,1
7397,70.0,29.0,27.0,1
7398,85.0,37.0,35.0,1
7399,80.0,26.0,24.0,1
7400,103.0,43.0,43.0,1
7401,92.0,31.0,30.0,1
7402,92.0,32.0,31.0,1
7403,115.0,57.0,55.0,1
7404,81.0,30.0,27.0,1
7405,86.0,41.0,38.0,1
7406,68.0,28.0,26.0,1
7407,51.0,17.0,15.0,1
7408,47.0,17.0,15.0,1
7409,43.0,12.0,10.0,1
7410,60.0,22.0,21.0,1
7411,59.0,13.0,13.0,1
7412,83.0,29.0,29.0,1
7413,102.0,46.0,45.0,1
7414,80.0,29.0,26.0,1
7415,146.0,40.0,44.0,2
7416,149.0,43.0,47.0,2
7417,157.0,51.0,55.0,2
7418,155.0,46.0,51.0,2
7419,152.0,43.0,46.0,2
7420,152.0,43.0,46.0,2
7421,160.0,47.0,51.0,2
7422,156.0,43.0,45.0,2
7423,160.0,45.0,48.0,2
7424,161.0,46.0,49.0,2
7425,164.0,49.0,52.0,2
7426,157.0,47.0,50.0,2
7427,145.0,41.0,42.0,2
7428,136.0,38.0,39.0,2
7429,138.0,44.0,45.0,2
7430,137.0,47.0,47.0,2
7431,136.0,47.0,49.0,2
7432,129.0,40.0,42.0,2
7433,139.0,50.0,52.0,2
7434,130.0,44.0,45.0,2
7435,126.0,40.0,41.0,2
7436,128.0,42.0,43.0,2
7437,134.0,50.0,50.0,2
7438,129.0,45.0,45.0,2
7439,121.0,37.0,37.0,2
7440,130.0,46.0,46.0,2
7441,136.0,50.0,51.0,2
7442,137.0,51.0,52.0,2
7443,127.0,41.0,42.0,2
7444,117.0,31.0,32.0,2
7445,123.0,37.0,38.0,2
7446,130.0,41.0,43.0,2
7447,141.0,49.0,50.0,2
7448,134.0,40.0,41.0,2
7449,136.0,40.0,41.0,2
7450,144.0,46.0,47.0,2
7451,149.0,51.0,52.0,2
7452,141.0,43.0,44.0,2
7453,144.0,45.0,48.0,2
7454,144.0,45.0,48.0,2
7455,142.0,42.0,44.0,2
7456,145.0,42.0,45.0,2
7457,151.0,48.0,51.0,2
7458,152.0,47.0,51.0,2
7459,152.0,47.0,51.0,2
7460,150.0,44.0,46.0,2
7461,149.0,43.0,45.0,2
7462,129.0,19.0,22.0,2
7463,156.0,46.0,49.0,2
7464,165.0,52.0,54.0,2
7465,156.0,43.0,45.0,2
7466,164.0,51.0,53.0,2
7467,155.0,46.0,49.0,2
7468,139.0,36.0,39.0,2
7469,138.0,42.0,43.0,2
7470,140.0,48.0,49.0,2
7471,123.0,35.0,34.0,2
7472,123.0,37.0,38.0,2
7473,134.0,48.0,49.0,2
7474,134.0,48.0,49.0,2
7475,123.0,37.0,38.0,2
7476,116.0,32.0,32.0,2
7477,118.0,34.0,34.0,2
7478,118.0,34.0,34.0,2
7479,118.0,37.0,36.0,2
7480,122.0,41.0,40.0,2
7481,130.0,46.0,46.0,2
7482,135.0,51.0,51.0,2
7483,132.0,48.0,48.0,2
7484,120.0,36.0,36.0,2
7485,118.0,32.0,33.0,2
7486,132.0,46.0,47.0,2
7487,129.0,39.0,41.0,2
7488,143.0,49.0,50.0,2
7489,154.0,56.0,57.0,2
7490,155.0,55.0,57.0,2
7491,148.0,45.0,48.0,2
7492,150.0,47.0,50.0,2
7493,145.0,45.0,47.0,2
7494,144.0,45.0,48.0,2
7495,141.0,42.0,45.0,2
7496,131.0,31.0,33.0,2
7497,142.0,41.0,45.0,2
7498,152.0,51.0,55.0,2
7499,138.0,35.0,39.0,2
7500,147.0,44.0,47.0,2
7501,149.0,45.0,46.0,2
7502,144.0,38.0,40.0,2
7503,134.0,28.0,30.0,2
7504,130.0,21.0,24.0,2
7505,158.0,48.0,49.0,2
7506,163.0,53.0,54.0,2
7507,160.0,51.0,54.0,2
7508,147.0,41.0,43.0,2
7509,147.0,47.0,49.0,2
7510,138.0,44.0,44.0,2
7511,133.0,43.0,43.0,2
7512,127.0,38.0,40.0,2
7513,135.0,49.0,50.0,2
7514,136.0,50.0,51.0,2
7515,121.0,36.0,39.0,2
7516,125.0,41.0,41.0,2
7517,127.0,41.0,42.0,2
7518,126.0,40.0,39.0,2
7519,123.0,37.0,38.0,2
7520,125.0,39.0,40.0,2
7521,125.0,39.0,40.0,2
7522,133.0,47.0,48.0,2
7523,137.0,51.0,52.0,2
7524,136.0,50.0,51.0,2
7525,122.0,36.0,37.0,2
7526,129.0,40.0,42.0,2
7527,129.0,40.0,42.0,2
7528,133.0,41.0,44.0,2
7529,155.0,59.0,61.0,2
7530,154.0,54.0,56.0,2
7531,156.0,51.0,55.0,2
7532,159.0,53.0,55.0,2
7533,152.0,47.0,51.0,2
7534,146.0,43.0,46.0,2
7535,145.0,45.0,47.0,2
7536,133.0,33.0,35.0,2
7537,145.0,42.0,45.0,2
7538,137.0,41.0,43.0,2
7539,141.0,45.0,47.0,2
7540,143.0,44.0,47.0,2
7541,142.0,41.0,45.0,2
7542,150.0,47.0,50.0,2
7543,149.0,45.0,46.0,2
7544,151.0,47.0,48.0,2
7545,150.0,44.0,46.0,2
7546,152.0,46.0,46.0,2
7547,153.0,47.0,47.0,2
7548,155.0,51.0,52.0,2
7549,145.0,42.0,43.0,2
7550,136.0,40.0,41.0,2
7551,132.0,41.0,40.0,2
7552,133.0,43.0,43.0,2
7553,133.0,44.0,46.0,2
7554,134.0,48.0,49.0,2
7555,136.0,50.0,51.0,2
7556,127.0,41.0,44.0,2
7557,129.0,43.0,44.0,2
7558,125.0,39.0,38.0,2
7559,127.0,39.0,38.0,2
7560,123.0,34.0,36.0,2
7561,127.0,38.0,40.0,2
7562,128.0,39.0,41.0,2
7563,124.0,38.0,39.0,2
7564,131.0,45.0,46.0,2
7565,137.0,48.0,50.0,2
7566,134.0,45.0,47.0,2
7567,141.0,51.0,53.0,2
7568,121.0,29.0,32.0,2
7569,140.0,46.0,47.0,2
7570,156.0,56.0,58.0,2
7571,154.0,50.0,51.0,2
7572,157.0,48.0,51.0,2
7573,157.0,48.0,51.0,2
7574,155.0,49.0,51.0,2
7575,152.0,47.0,51.0,2
7576,145.0,42.0,45.0,2
7577,139.0,36.0,39.0,2
7578,149.0,44.0,48.0,2
7579,128.0,36.0,39.0,2
7580,145.0,50.0,54.0,2
7581,144.0,48.0,50.0,2
7582,148.0,47.0,51.0,2
7583,147.0,44.0,47.0,2
7584,148.0,43.0,47.0,2
7585,153.0,49.0,50.0,2
7586,155.0,51.0,52.0,2
7587,151.0,47.0,48.0,2
7588,152.0,48.0,49.0,2
7589,150.0,47.0,48.0,2
7590,143.0,43.0,43.0,2
7591,140.0,46.0,46.0,2
7592,130.0,40.0,39.0,2
7593,131.0,43.0,42.0,2
7594,133.0,45.0,44.0,2
7595,132.0,46.0,47.0,2
7596,136.0,50.0,51.0,2
7597,122.0,36.0,39.0,2
7598,133.0,44.0,48.0,2
7599,138.0,49.0,51.0,2
7600,144.0,54.0,54.0,2
7601,137.0,47.0,47.0,2
7602,131.0,41.0,41.0,2
7603,127.0,37.0,37.0,2
7604,134.0,44.0,44.0,2
7605,145.0,55.0,55.0,2
7606,139.0,49.0,49.0,2
7607,144.0,54.0,54.0,2
7608,126.0,34.0,35.0,2
7609,126.0,32.0,33.0,2
7610,140.0,41.0,44.0,2
7611,144.0,39.0,43.0,2
7612,165.0,56.0,59.0,2
7613,159.0,46.0,50.0,2
7614,160.0,47.0,49.0,2
7615,160.0,50.0,51.0,2
7616,150.0,44.0,46.0,2
7617,145.0,40.0,44.0,2
7618,143.0,40.0,43.0,2
7619,146.0,42.0,43.0,2
7620,132.0,42.0,44.0,2
7621,138.0,46.0,49.0,2
7622,141.0,45.0,47.0,2
7623,148.0,47.0,51.0,2
7624,146.0,43.0,46.0,2
7625,148.0,45.0,48.0,2
7626,151.0,47.0,48.0,2
7627,149.0,46.0,47.0,2
7628,148.0,45.0,46.0,2
7629,138.0,38.0,38.0,2
7630,147.0,47.0,47.0,2
7631,143.0,48.0,46.0,2
7632,137.0,46.0,45.0,2
7633,135.0,45.0,44.0,2
7634,133.0,45.0,44.0,2
7635,136.0,48.0,47.0,2
7636,133.0,44.0,46.0,2
7637,128.0,39.0,41.0,2
7638,125.0,36.0,38.0,2
7639,139.0,49.0,51.0,2
7640,138.0,48.0,48.0,2
7641,143.0,51.0,52.0,2
7642,137.0,45.0,46.0,2
7643,134.0,40.0,41.0,2
7644,128.0,36.0,37.0,2
7645,153.0,61.0,62.0,2
7646,136.0,44.0,45.0,2
7647,134.0,42.0,43.0,2
7648,138.0,44.0,45.0,2
7649,138.0,42.0,44.0,2
7650,133.0,34.0,37.0,2
7651,147.0,44.0,47.0,2
7652,154.0,48.0,50.0,2
7653,158.0,48.0,51.0,2
7654,159.0,44.0,47.0,2
7655,163.0,48.0,51.0,2
7656,160.0,47.0,49.0,2
7657,156.0,48.0,48.0,2
7658,149.0,43.0,45.0,2
7659,156.0,52.0,53.0,2
7660,159.0,53.0,55.0,2
7661,124.0,32.0,35.0,2
7662,129.0,33.0,37.0,2
7663,150.0,49.0,53.0,2
7664,149.0,46.0,49.0,2
7665,153.0,50.0,53.0,2
7666,151.0,46.0,50.0,2
7667,150.0,47.0,48.0,2
7668,155.0,52.0,53.0,2
7669,149.0,46.0,47.0,2
7670,140.0,40.0,40.0,2
7671,146.0,48.0,49.0,2
7672,142.0,46.0,47.0,2
7673,132.0,40.0,41.0,2
7674,139.0,47.0,48.0,2
7675,136.0,46.0,46.0,2
7676,133.0,43.0,43.0,2
7677,135.0,45.0,45.0,2
7678,137.0,47.0,49.0,2
7679,137.0,47.0,49.0,2
7680,139.0,49.0,51.0,2
7681,134.0,42.0,43.0,2
7682,137.0,43.0,44.0,2
7683,144.0,48.0,49.0,2
7684,147.0,51.0,52.0,2
7685,147.0,51.0,52.0,2
7686,145.0,49.0,50.0,2
7687,144.0,48.0,49.0,2
7688,145.0,49.0,50.0,2
7689,147.0,49.0,50.0,2
7690,146.0,46.0,48.0,2
7691,137.0,34.0,37.0,2
7692,160.0,54.0,56.0,2
7693,155.0,46.0,49.0,2
7694,156.0,46.0,49.0,2
7695,158.0,43.0,46.0,2
7696,157.0,42.0,45.0,2
7697,157.0,44.0,46.0,2
7698,161.0,51.0,52.0,2
7699,156.0,47.0,50.0,2
7700,157.0,48.0,51.0,2
7701,161.0,51.0,54.0,2
7702,130.0,35.0,39.0,2
7703,140.0,44.0,46.0,2
7704,142.0,42.0,44.0,2
7705,157.0,54.0,57.0,2
7706,153.0,48.0,52.0,2
7707,152.0,47.0,51.0,2
7708,150.0,47.0,50.0,2
7709,144.0,41.0,42.0,2
7710,149.0,49.0,49.0,2
7711,134.0,36.0,37.0,2
7712,141.0,45.0,46.0,2
7713,138.0,44.0,44.0,2
7714,138.0,46.0,47.0,2
7715,135.0,43.0,44.0,2
7716,128.0,36.0,37.0,2
7717,141.0,49.0,50.0,2
7718,137.0,45.0,46.0,2
7719,135.0,45.0,45.0,2
7720,137.0,47.0,47.0,2
7721,135.0,43.0,46.0,2
7722,135.0,41.0,42.0,2
7723,137.0,41.0,43.0,2
7724,154.0,56.0,57.0,2
7725,147.0,49.0,50.0,2
7726,153.0,55.0,56.0,2
7727,141.0,41.0,43.0,2
7728,149.0,49.0,51.0,2
7729,141.0,41.0,43.0,2
7730,149.0,46.0,49.0,2
7731,155.0,50.0,54.0,2
7732,148.0,42.0,44.0,2
7733,154.0,45.0,48.0,2
7734,159.0,49.0,52.0,2
7735,163.0,50.0,54.0,2
7736,161.0,48.0,50.0,2
7737,160.0,45.0,48.0,2
7738,158.0,45.0,47.0,2
7739,155.0,42.0,44.0,2
7740,153.0,40.0,42.0,2
7741,158.0,45.0,47.0,2
7742,161.0,48.0,50.0,2
7743,136.0,40.0,42.0,2
7744,139.0,41.0,42.0,2
7745,144.0,41.0,44.0,2
7746,153.0,49.0,50.0,2
7747,157.0,52.0,56.0,2
7748,152.0,47.0,51.0,2
7749,142.0,39.0,42.0,2
7750,149.0,46.0,50.0,2
7751,154.0,53.0,57.0,2
7752,144.0,45.0,48.0,2
7753,135.0,41.0,42.0,2
7754,134.0,42.0,43.0,2
7755,134.0,42.0,45.0,2
7756,134.0,42.0,45.0,2
7757,134.0,40.0,41.0,2
7758,135.0,41.0,42.0,2
7759,145.0,51.0,51.0,2
7760,137.0,43.0,44.0,2
7761,137.0,43.0,44.0,2
7762,137.0,43.0,44.0,2
7763,133.0,37.0,39.0,2
7764,141.0,42.0,45.0,2
7765,150.0,50.0,52.0,2
7766,148.0,45.0,48.0,2
7767,147.0,44.0,47.0,2
7768,145.0,42.0,45.0,2
7769,148.0,45.0,48.0,2
7770,145.0,40.0,44.0,2
7771,149.0,43.0,45.0,2
7772,160.0,51.0,54.0,2
7773,151.0,42.0,45.0,2
7774,156.0,46.0,49.0,2
7775,158.0,47.0,53.0,2
7776,158.0,45.0,51.0,2
7777,159.0,46.0,50.0,2
7778,159.0,46.0,50.0,2
7779,164.0,51.0,53.0,2
7780,153.0,40.0,42.0,2
7781,156.0,41.0,44.0,2
7782,161.0,47.0,47.0,2
7783,157.0,43.0,43.0,2
7784,136.0,40.0,41.0,2
7785,132.0,32.0,34.0,2
7786,155.0,52.0,53.0,2
7787,147.0,43.0,44.0,2
7788,150.0,45.0,49.0,2
7789,148.0,43.0,47.0,2
7790,147.0,44.0,47.0,2
7791,152.0,49.0,53.0,2
7792,149.0,48.0,52.0,2
7793,144.0,45.0,48.0,2
7794,135.0,41.0,42.0,2
7795,132.0,40.0,41.0,2
7796,129.0,37.0,40.0,2
7797,138.0,44.0,45.0,2
7798,136.0,42.0,43.0,2
7799,140.0,46.0,47.0,2
7800,141.0,47.0,47.0,2
7801,135.0,41.0,41.0,2
7802,135.0,41.0,42.0,2
7803,131.0,37.0,38.0,2
7804,138.0,42.0,44.0,2
7805,136.0,37.0,40.0,2
7806,148.0,48.0,50.0,2
7807,149.0,49.0,51.0,2
7808,149.0,49.0,51.0,2
7809,147.0,44.0,47.0,2
7810,142.0,39.0,42.0,2
7811,144.0,39.0,43.0,2
7812,152.0,46.0,48.0,2
7813,156.0,47.0,50.0,2
7814,158.0,49.0,52.0,2
7815,155.0,45.0,48.0,2
7816,158.0,47.0,53.0,2
7817,145.0,34.0,40.0,2
7818,165.0,55.0,58.0,2
7819,149.0,39.0,42.0,2
7820,164.0,54.0,55.0,2
7821,159.0,46.0,48.0,2
7822,165.0,52.0,54.0,2
7823,160.0,46.0,46.0,2
7824,158.0,44.0,44.0,2
7825,140.0,42.0,43.0,2
7826,140.0,37.0,40.0,2
7827,149.0,45.0,46.0,2
7828,152.0,46.0,48.0,2
7829,159.0,55.0,56.0,2
7830,158.0,53.0,57.0,2
7831,151.0,48.0,51.0,2
7832,150.0,47.0,50.0,2
7833,146.0,45.0,49.0,2
7834,142.0,43.0,46.0,2
7835,138.0,44.0,45.0,2
7836,132.0,38.0,39.0,2
7837,136.0,42.0,43.0,2
7838,138.0,44.0,45.0,2
7839,141.0,47.0,48.0,2
7840,140.0,46.0,46.0,2
7841,135.0,41.0,42.0,2
7842,131.0,39.0,40.0,2
7843,137.0,45.0,48.0,2
7844,138.0,46.0,49.0,2
7845,139.0,45.0,46.0,2
7846,130.0,36.0,37.0,2
7847,141.0,45.0,47.0,2
7848,145.0,49.0,51.0,2
7849,141.0,42.0,45.0,2
7850,138.0,39.0,42.0,2
7851,141.0,41.0,43.0,2
7852,142.0,39.0,42.0,2
7853,148.0,44.0,45.0,2
7854,147.0,41.0,43.0,2
7855,147.0,41.0,43.0,2
7856,154.0,45.0,48.0,2
7857,144.0,35.0,40.0,2
7858,154.0,45.0,50.0,2
7859,147.0,38.0,41.0,2
7860,148.0,39.0,42.0,2
7861,153.0,44.0,47.0,2
7862,152.0,43.0,46.0,2
7863,154.0,45.0,48.0,2
7864,146.0,36.0,39.0,2
7865,150.0,40.0,43.0,2
7866,143.0,45.0,46.0,2
7867,132.0,29.0,32.0,2
7868,144.0,40.0,41.0,2
7869,161.0,55.0,57.0,2
7870,154.0,48.0,50.0,2
7871,151.0,47.0,48.0,2
7872,148.0,45.0,48.0,2
7873,144.0,44.0,46.0,2
7874,146.0,47.0,50.0,2
7875,148.0,49.0,52.0,2
7876,140.0,44.0,46.0,2
7877,140.0,46.0,47.0,2
7878,137.0,43.0,44.0,2
7879,139.0,45.0,46.0,2
7880,138.0,44.0,44.0,2
7881,143.0,49.0,49.0,2
7882,139.0,47.0,48.0,2
7883,138.0,46.0,47.0,2
7884,134.0,42.0,45.0,2
7885,132.0,42.0,44.0,2
7886,130.0,40.0,40.0,2
7887,132.0,40.0,41.0,2
7888,134.0,42.0,43.0,2
7889,132.0,38.0,39.0,2
7890,134.0,40.0,41.0,2
7891,132.0,36.0,38.0,2
7892,134.0,36.0,37.0,2
7893,144.0,44.0,46.0,2
7894,140.0,37.0,38.0,2
7895,151.0,47.0,48.0,2
7896,152.0,48.0,49.0,2
7897,148.0,44.0,45.0,2
7898,148.0,43.0,47.0,2
7899,142.0,37.0,41.0,2
7900,151.0,47.0,48.0,2
7901,149.0,45.0,46.0,2
7902,149.0,45.0,46.0,2
7903,151.0,47.0,48.0,2
7904,145.0,41.0,42.0,2
7905,148.0,44.0,45.0,2
7906,153.0,47.0,49.0,2
7907,139.0,39.0,41.0,2
7908,144.0,40.0,41.0,2
7909,155.0,49.0,51.0,2
7910,157.0,48.0,51.0,2
7911,151.0,42.0,45.0,2
7912,153.0,47.0,49.0,2
7913,150.0,45.0,49.0,2
7914,145.0,42.0,45.0,2
7915,148.0,47.0,51.0,2
7916,148.0,49.0,52.0,2
7917,140.0,44.0,45.0,2
7918,129.0,33.0,34.0,2
7919,136.0,40.0,41.0,2
7920,136.0,40.0,41.0,2
7921,141.0,45.0,46.0,2
7922,144.0,48.0,49.0,2
7923,136.0,42.0,43.0,2
7924,140.0,48.0,49.0,2
7925,134.0,44.0,46.0,2
7926,135.0,45.0,47.0,2
7927,128.0,38.0,38.0,2
7928,133.0,43.0,43.0,2
7929,132.0,42.0,42.0,2
7930,129.0,39.0,39.0,2
7931,131.0,39.0,42.0,2
7932,132.0,37.0,41.0,2
7933,137.0,41.0,43.0,2
7934,141.0,42.0,45.0,2
7935,141.0,41.0,43.0,2
7936,147.0,44.0,47.0,2
7937,146.0,43.0,46.0,2
7938,148.0,43.0,47.0,2
