ID,Band0,Band1,Band2,Class
1,15.0,33.0,45.0,0
2,16.0,33.0,49.0,0
3,12.0,29.0,49.0,0
4,16.0,32.0,57.0,0
5,10.0,27.0,53.0,0
6,10.0,27.0,57.0,0
7,13.0,29.0,62.0,0
8,15.0,31.0,67.0,0
9,13.0,30.0,46.0,0
10,12.0,30.0,50.0,0
11,12.0,30.0,52.0,0
12,10.0,27.0,53.0,0
13,10.0,27.0,55.0,0
14,15.0,31.0,64.0,0
15,10.0,29.0,62.0,0
16,7.0,25.0,63.0,0
17,15.0,32.0,52.0,0
18,10.0,28.0,50.0,0
19,14.0,32.0,56.0,0
20,6.0,26.0,53.0,0
21,10.0,29.0,59.0,0
22,11.0,30.0,63.0,0
23,10.0,28.0,64.0,0
24,9.0,27.0,65.0,0
25,10.0,26.0,49.0,0
26,11.0,29.0,53.0,0
27,8.0,25.0,51.0,0
28,11.0,30.0,60.0,0
29,11.0,30.0,62.0,0
30,10.0,28.0,64.0,0
31,5.0,23.0,61.0,0
32,8.0,27.0,67.0,0
33,15.0,31.0,57.0,0
34,14.0,30.0,56.0,0
35,17.0,32.0,61.0,0
36,15.0,31.0,64.0,0
37,6.0,25.0,58.0,0
38,14.0,32.0,70.0,0
39,4.0,23.0,63.0,0
40,9.0,28.0,68.0,0
41,10.0,25.0,54.0,0
42,18.0,33.0,62.0,0
43,11.0,28.0,58.0,0
44,11.0,27.0,61.0,0
45,10.0,28.0,64.0,0
46,2.0,22.0,59.0,0
47,9.0,28.0,68.0,0
48,15.0,34.0,74.0,0
49,12.0,27.0,60.0,0
50,8.0,24.0,57.0,0
51,9.0,25.0,59.0,0
52,7.0,25.0,63.0,0
53,11.0,31.0,68.0,0
54,11.0,30.0,70.0,0
55,14.0,36.0,75.0,0
56,15.0,35.0,72.0,0
57,9.0,25.0,59.0,0
58,13.0,29.0,63.0,0
59,12.0,30.0,66.0,0
60,12.0,32.0,69.0,0
61,12.0,31.0,71.0,0
62,12.0,34.0,73.0,0
63,14.0,36.0,73.0,0
64,15.0,35.0,68.0,0
65,18.0,33.0,72.0,0
66,16.0,31.0,70.0,0
67,15.0,33.0,71.0,0
68,15.0,34.0,74.0,0
69,16.0,35.0,75.0,0
70,14.0,36.0,73.0,0
71,8.0,31.0,65.0,0
72,12.0,31.0,63.0,0
73,9.0,18.0,17.0,0
74,15.0,24.0,23.0,0
75,8.0,17.0,16.0,0
76,11.0,20.0,19.0,0
77,12.0,18.0,18.0,0
78,16.0,22.0,22.0,0
79,7.0,16.0,15.0,0
80,15.0,24.0,23.0,0
81,12.0,21.0,20.0,0
82,12.0,21.0,20.0,0
83,12.0,18.0,18.0,0
84,14.0,20.0,20.0,0
85,11.0,20.0,19.0,0
86,11.0,20.0,19.0,0
87,11.0,20.0,19.0,0
88,13.0,22.0,21.0,0
89,12.0,21.0,20.0,0
90,9.0,18.0,17.0,0
91,10.0,19.0,18.0,0
92,12.0,21.0,20.0,0
93,11.0,20.0,19.0,0
94,11.0,20.0,19.0,0
95,12.0,21.0,20.0,0
96,10.0,19.0,18.0,0
97,11.0,20.0,19.0,0
98,8.0,17.0,16.0,0
99,11.0,20.0,19.0,0
100,12.0,21.0,20.0,0
101,8.0,18.0,17.0,0
102,12.0,22.0,21.0,0
103,12.0,22.0,21.0,0
104,10.0,20.0,19.0,0
105,9.0,19.0,18.0,0
106,15.0,25.0,24.0,0
107,9.0,19.0,18.0,0
108,6.0,16.0,15.0,0
109,9.0,19.0,18.0,0
110,10.0,20.0,19.0,0
111,9.0,19.0,18.0,0
112,8.0,18.0,17.0,0
113,7.0,17.0,18.0,0
114,10.0,20.0,21.0,0
115,11.0,21.0,20.0,0
116,6.0,16.0,15.0,0
117,11.0,21.0,20.0,0
118,8.0,18.0,17.0,0
119,10.0,20.0,19.0,0
120,10.0,20.0,19.0,0
121,10.0,20.0,19.0,0
122,10.0,20.0,19.0,0
123,10.0,20.0,19.0,0
124,9.0,18.0,17.0,0
125,12.0,21.0,20.0,0
126,12.0,21.0,20.0,0
127,11.0,20.0,19.0,0
128,14.0,20.0,20.0,0
129,12.0,18.0,18.0,0
130,12.0,21.0,20.0,0
131,9.0,18.0,17.0,0
132,11.0,20.0,19.0,0
133,12.0,21.0,20.0,0
134,6.0,15.0,14.0,0
135,16.0,22.0,22.0,0
136,7.0,16.0,15.0,0
137,14.0,23.0,22.0,0
138,10.0,19.0,18.0,0
139,12.0,21.0,20.0,0
140,8.0,17.0,16.0,0
141,12.0,21.0,20.0,0
142,9.0,18.0,17.0,0
143,10.0,19.0,18.0,0
144,9.0,18.0,17.0,0
145,11.0,20.0,19.0,0
146,13.0,22.0,21.0,0
147,6.0,15.0,14.0,0
148,8.0,17.0,16.0,0
149,13.0,22.0,21.0,0
150,12.0,21.0,20.0,0
151,10.0,19.0,18.0,0
152,8.0,18.0,17.0,0
153,10.0,20.0,19.0,0
154,3.0,13.0,12.0,0
155,10.0,20.0,19.0,0
156,7.0,17.0,16.0,0
157,8.0,18.0,17.0,0
158,8.0,18.0,17.0,0
159,10.0,20.0,19.0,0
160,10.0,20.0,19.0,0
161,8.0,18.0,17.0,0
162,12.0,22.0,21.0,0
163,11.0,21.0,20.0,0
164,9.0,19.0,20.0,0
165,8.0,18.0,19.0,0
166,9.0,19.0,18.0,0
167,8.0,18.0,17.0,0
168,10.0,20.0,19.0,0
169,8.0,18.0,17.0,0
170,8.0,18.0,17.0,0
171,9.0,19.0,18.0,0
172,10.0,20.0,19.0,0
173,9.0,19.0,18.0,0
174,10.0,20.0,19.0,0
175,10.0,19.0,18.0,0
176,12.0,21.0,20.0,0
177,9.0,18.0,17.0,0
178,14.0,23.0,22.0,0
179,10.0,19.0,18.0,0
180,12.0,21.0,20.0,0
181,8.0,17.0,16.0,0
182,10.0,19.0,18.0,0
183,10.0,20.0,19.0,0
184,14.0,23.0,22.0,0
185,13.0,22.0,21.0,0
186,10.0,19.0,18.0,0
187,9.0,18.0,17.0,0
188,10.0,19.0,18.0,0
189,10.0,19.0,18.0,0
190,8.0,17.0,16.0,0
191,14.0,20.0,20.0,0
192,8.0,14.0,14.0,0
193,14.0,23.0,22.0,0
194,11.0,20.0,19.0,0
195,13.0,22.0,21.0,0
196,11.0,20.0,19.0,0
197,9.0,18.0,17.0,0
198,14.0,23.0,22.0,0
199,12.0,21.0,20.0,0
200,8.0,17.0,16.0,0
201,13.0,19.0,19.0,0
202,11.0,17.0,17.0,0
203,11.0,20.0,19.0,0
204,11.0,20.0,19.0,0
205,12.0,22.0,21.0,0
206,10.0,20.0,19.0,0
207,13.0,23.0,22.0,0
208,10.0,20.0,19.0,0
209,10.0,20.0,19.0,0
210,8.0,18.0,17.0,0
211,9.0,19.0,18.0,0
212,11.0,21.0,20.0,0
213,8.0,18.0,19.0,0
214,8.0,18.0,19.0,0
215,9.0,19.0,20.0,0
216,10.0,20.0,21.0,0
217,10.0,20.0,19.0,0
218,10.0,20.0,19.0,0
219,9.0,19.0,18.0,0
220,9.0,19.0,18.0,0
221,9.0,19.0,18.0,0
222,12.0,22.0,21.0,0
223,8.0,18.0,17.0,0
224,9.0,19.0,18.0,0
225,9.0,19.0,18.0,0
226,9.0,18.0,17.0,0
227,10.0,19.0,18.0,0
228,14.0,23.0,22.0,0
229,9.0,18.0,17.0,0
230,10.0,19.0,18.0,0
231,10.0,19.0,18.0,0
232,11.0,20.0,19.0,0
233,11.0,20.0,19.0,0
234,10.0,20.0,19.0,0
235,10.0,20.0,19.0,0
236,9.0,18.0,17.0,0
237,9.0,18.0,17.0,0
238,12.0,21.0,20.0,0
239,11.0,20.0,19.0,0
240,11.0,20.0,19.0,0
241,13.0,22.0,21.0,0
242,14.0,20.0,20.0,0
243,10.0,19.0,18.0,0
244,11.0,20.0,19.0,0
245,10.0,19.0,18.0,0
246,10.0,19.0,18.0,0
247,11.0,20.0,19.0,0
248,14.0,23.0,22.0,0
249,10.0,19.0,18.0,0
250,10.0,19.0,18.0,0
251,9.0,18.0,17.0,0
252,13.0,19.0,19.0,0
253,10.0,19.0,18.0,0
254,12.0,21.0,20.0,0
255,12.0,21.0,20.0,0
256,7.0,17.0,16.0,0
257,10.0,20.0,19.0,0
258,11.0,21.0,20.0,0
259,9.0,19.0,18.0,0
260,5.0,15.0,14.0,0
261,12.0,22.0,21.0,0
262,9.0,19.0,18.0,0
263,9.0,19.0,18.0,0
264,9.0,19.0,20.0,0
265,9.0,19.0,20.0,0
266,9.0,19.0,20.0,0
267,8.0,18.0,19.0,0
268,9.0,19.0,18.0,0
269,10.0,20.0,19.0,0
270,8.0,18.0,17.0,0
271,9.0,19.0,18.0,0
272,8.0,18.0,17.0,0
273,10.0,20.0,19.0,0
274,9.0,19.0,18.0,0
275,8.0,18.0,17.0,0
276,9.0,19.0,18.0,0
277,15.0,24.0,23.0,0
278,13.0,22.0,21.0,0
279,9.0,18.0,17.0,0
280,11.0,20.0,19.0,0
281,11.0,20.0,17.0,0
282,14.0,23.0,20.0,0
283,11.0,20.0,19.0,0
284,10.0,19.0,18.0,0
285,11.0,20.0,19.0,0
286,10.0,19.0,18.0,0
287,11.0,20.0,19.0,0
288,11.0,20.0,19.0,0
289,8.0,17.0,16.0,0
290,9.0,18.0,17.0,0
291,14.0,23.0,22.0,0
292,10.0,19.0,18.0,0
293,9.0,18.0,17.0,0
294,12.0,21.0,20.0,0
295,9.0,18.0,17.0,0
296,12.0,22.0,21.0,0
297,10.0,19.0,18.0,0
298,13.0,22.0,21.0,0
299,9.0,18.0,17.0,0
300,10.0,19.0,18.0,0
301,11.0,20.0,19.0,0
302,10.0,19.0,18.0,0
303,10.0,19.0,18.0,0
304,11.0,20.0,19.0,0
305,11.0,20.0,19.0,0
306,8.0,18.0,17.0,0
307,10.0,20.0,19.0,0
308,10.0,20.0,19.0,0
309,12.0,21.0,20.0,0
310,14.0,23.0,22.0,0
311,10.0,19.0,18.0,0
312,11.0,20.0,19.0,0
313,8.0,17.0,16.0,0
314,9.0,18.0,17.0,0
315,9.0,19.0,20.0,0
316,8.0,18.0,19.0,0
317,9.0,19.0,18.0,0
318,12.0,22.0,21.0,0
319,7.0,17.0,16.0,0
320,11.0,21.0,20.0,0
321,10.0,20.0,19.0,0
322,10.0,20.0,19.0,0
323,9.0,19.0,18.0,0
324,9.0,19.0,18.0,0
325,7.0,17.0,16.0,0
326,14.0,24.0,23.0,0
327,8.0,18.0,17.0,0
328,12.0,21.0,20.0,0
329,8.0,17.0,16.0,0
330,12.0,21.0,20.0,0
331,11.0,20.0,19.0,0
332,13.0,22.0,19.0,0
333,10.0,19.0,16.0,0
334,13.0,22.0,21.0,0
335,10.0,19.0,18.0,0
336,10.0,19.0,18.0,0
337,13.0,22.0,21.0,0
338,11.0,20.0,19.0,0
339,10.0,19.0,18.0,0
340,12.0,21.0,20.0,0
341,14.0,23.0,22.0,0
342,10.0,19.0,18.0,0
343,12.0,21.0,20.0,0
344,12.0,21.0,20.0,0
345,11.0,20.0,19.0,0
346,10.0,20.0,19.0,0
347,8.0,18.0,17.0,0
348,9.0,18.0,17.0,0
349,9.0,18.0,17.0,0
350,11.0,20.0,19.0,0
351,10.0,19.0,18.0,0
352,9.0,18.0,17.0,0
353,10.0,19.0,18.0,0
354,10.0,19.0,18.0,0
355,10.0,19.0,18.0,0
356,8.0,18.0,17.0,0
357,7.0,17.0,16.0,0
358,7.0,17.0,16.0,0
359,8.0,18.0,17.0,0
360,10.0,19.0,18.0,0
361,10.0,19.0,18.0,0
362,13.0,22.0,21.0,0
363,14.0,23.0,22.0,0
364,12.0,21.0,20.0,0
365,12.0,21.0,20.0,0
366,9.0,19.0,20.0,0
367,12.0,22.0,23.0,0
368,6.0,16.0,15.0,0
369,9.0,19.0,18.0,0
370,10.0,20.0,19.0,0
371,11.0,21.0,20.0,0
372,10.0,20.0,19.0,0
373,9.0,19.0,18.0,0
374,10.0,20.0,19.0,0
375,9.0,19.0,18.0,0
376,9.0,19.0,18.0,0
377,8.0,18.0,17.0,0
378,9.0,19.0,18.0,0
379,11.0,20.0,19.0,0
380,9.0,18.0,17.0,0
381,13.0,22.0,21.0,0
382,12.0,21.0,20.0,0
383,9.0,18.0,17.0,0
384,10.0,19.0,18.0,0
385,12.0,21.0,20.0,0
386,12.0,21.0,20.0,0
387,11.0,20.0,19.0,0
388,11.0,20.0,19.0,0
389,13.0,22.0,21.0,0
390,10.0,19.0,18.0,0
391,11.0,20.0,19.0,0
392,12.0,21.0,20.0,0
393,10.0,19.0,18.0,0
394,10.0,19.0,18.0,0
395,13.0,22.0,21.0,0
396,10.0,19.0,18.0,0
397,10.0,20.0,19.0,0
398,13.0,23.0,22.0,0
399,7.0,17.0,16.0,0
400,12.0,22.0,21.0,0
401,11.0,21.0,20.0,0
402,6.0,16.0,15.0,0
403,11.0,21.0,20.0,0
404,11.0,21.0,20.0,0
405,11.0,20.0,19.0,0
406,12.0,21.0,20.0,0
407,11.0,21.0,20.0,0
408,13.0,23.0,22.0,0
409,10.0,20.0,19.0,0
410,9.0,19.0,18.0,0
411,10.0,19.0,18.0,0
412,10.0,19.0,18.0,0
413,9.0,18.0,17.0,0
414,10.0,19.0,18.0,0
415,8.0,18.0,17.0,0
416,9.0,19.0,18.0,0
417,8.0,18.0,19.0,0
418,11.0,21.0,22.0,0
419,10.0,20.0,19.0,0
420,10.0,20.0,19.0,0
421,10.0,20.0,19.0,0
422,6.0,16.0,15.0,0
423,10.0,20.0,19.0,0
424,12.0,22.0,21.0,0
425,8.0,18.0,17.0,0
426,11.0,21.0,20.0,0
427,9.0,19.0,18.0,0
428,11.0,21.0,20.0,0
429,10.0,20.0,19.0,0
430,10.0,19.0,18.0,0
431,13.0,22.0,21.0,0
432,12.0,21.0,20.0,0
433,12.0,21.0,20.0,0
434,13.0,22.0,21.0,0
435,13.0,22.0,21.0,0
436,11.0,20.0,19.0,0
437,11.0,20.0,19.0,0
438,12.0,21.0,20.0,0
439,11.0,20.0,19.0,0
440,11.0,20.0,19.0,0
441,11.0,20.0,19.0,0
442,13.0,22.0,21.0,0
443,13.0,22.0,21.0,0
444,12.0,21.0,20.0,0
445,12.0,21.0,20.0,0
446,11.0,20.0,19.0,0
447,8.0,17.0,16.0,0
448,11.0,21.0,20.0,0
449,6.0,16.0,15.0,0
450,7.0,17.0,16.0,0
451,10.0,20.0,19.0,0
452,7.0,17.0,16.0,0
453,14.0,24.0,23.0,0
454,8.0,18.0,17.0,0
455,8.0,18.0,17.0,0
456,11.0,20.0,19.0,0
457,6.0,15.0,14.0,0
458,8.0,18.0,17.0,0
459,9.0,19.0,18.0,0
460,8.0,18.0,17.0,0
461,10.0,20.0,19.0,0
462,11.0,20.0,19.0,0
463,11.0,20.0,19.0,0
464,11.0,20.0,19.0,0
465,12.0,21.0,20.0,0
466,10.0,20.0,19.0,0
467,10.0,20.0,19.0,0
468,9.0,19.0,20.0,0
469,7.0,17.0,18.0,0
470,9.0,19.0,18.0,0
471,10.0,20.0,19.0,0
472,10.0,20.0,19.0,0
473,10.0,20.0,19.0,0
474,10.0,20.0,19.0,0
475,8.0,18.0,17.0,0
476,11.0,21.0,20.0,0
477,7.0,17.0,16.0,0
478,10.0,20.0,19.0,0
479,11.0,21.0,20.0,0
480,8.0,18.0,17.0,0
481,10.0,19.0,18.0,0
482,11.0,20.0,19.0,0
483,11.0,20.0,19.0,0
484,10.0,19.0,18.0,0
485,14.0,20.0,20.0,0
486,15.0,21.0,21.0,0
487,9.0,18.0,17.0,0
488,10.0,19.0,18.0,0
489,11.0,20.0,19.0,0
490,9.0,18.0,17.0,0
491,8.0,17.0,16.0,0
492,13.0,22.0,21.0,0
493,11.0,20.0,19.0,0
494,12.0,21.0,20.0,0
495,10.0,19.0,18.0,0
496,11.0,20.0,19.0,0
497,13.0,22.0,21.0,0
498,13.0,22.0,21.0,0
499,9.0,19.0,18.0,0
500,11.0,21.0,20.0,0
501,13.0,22.0,21.0,0
502,10.0,19.0,18.0,0
503,11.0,21.0,20.0,0
504,7.0,17.0,16.0,0
505,11.0,20.0,19.0,0
506,12.0,21.0,20.0,0
507,10.0,19.0,18.0,0
508,13.0,22.0,21.0,0
509,9.0,19.0,18.0,0
510,9.0,19.0,18.0,0
511,10.0,19.0,18.0,0
512,13.0,22.0,21.0,0
513,9.0,18.0,17.0,0
514,11.0,20.0,19.0,0
515,10.0,19.0,18.0,0
516,10.0,19.0,18.0,0
517,9.0,19.0,18.0,0
518,10.0,20.0,19.0,0
519,8.0,18.0,19.0,0
520,9.0,19.0,20.0,0
521,10.0,20.0,21.0,0
522,7.0,17.0,18.0,0
523,9.0,19.0,18.0,0
524,10.0,20.0,19.0,0
525,10.0,20.0,19.0,0
526,9.0,19.0,18.0,0
527,9.0,18.0,17.0,0
528,10.0,19.0,18.0,0
529,11.0,21.0,20.0,0
530,7.0,17.0,16.0,0
531,10.0,20.0,19.0,0
532,11.0,20.0,19.0,0
533,13.0,22.0,21.0,0
534,12.0,21.0,20.0,0
535,12.0,21.0,20.0,0
536,14.0,20.0,20.0,0
537,13.0,19.0,19.0,0
538,12.0,21.0,20.0,0
539,11.0,20.0,19.0,0
540,11.0,20.0,19.0,0
541,12.0,21.0,20.0,0
542,12.0,21.0,20.0,0
543,11.0,20.0,19.0,0
544,12.0,21.0,20.0,0
545,9.0,18.0,17.0,0
546,11.0,20.0,19.0,0
547,10.0,19.0,18.0,0
548,8.0,17.0,16.0,0
549,9.0,18.0,17.0,0
550,9.0,19.0,18.0,0
551,7.0,17.0,16.0,0
552,12.0,21.0,20.0,0
553,9.0,18.0,17.0,0
554,8.0,18.0,17.0,0
555,9.0,19.0,18.0,0
556,13.0,22.0,21.0,0
557,9.0,18.0,17.0,0
558,10.0,19.0,18.0,0
559,10.0,19.0,18.0,0
560,11.0,21.0,20.0,0
561,9.0,19.0,18.0,0
562,13.0,22.0,21.0,0
563,11.0,20.0,19.0,0
564,12.0,21.0,20.0,0
565,9.0,18.0,17.0,0
566,11.0,20.0,19.0,0
567,10.0,19.0,18.0,0
568,12.0,22.0,21.0,0
569,7.0,17.0,16.0,0
570,8.0,18.0,19.0,0
571,8.0,18.0,19.0,0
572,8.0,18.0,19.0,0
573,8.0,18.0,19.0,0
574,8.0,18.0,17.0,0
575,8.0,18.0,17.0,0
576,10.0,20.0,19.0,0
577,8.0,18.0,17.0,0
578,11.0,20.0,19.0,0
579,11.0,20.0,19.0,0
580,5.0,15.0,14.0,0
581,12.0,22.0,21.0,0
582,5.0,15.0,14.0,0
583,11.0,20.0,19.0,0
584,9.0,18.0,17.0,0
585,9.0,18.0,17.0,0
586,13.0,22.0,21.0,0
587,9.0,18.0,17.0,0
588,9.0,18.0,17.0,0
589,12.0,21.0,20.0,0
590,10.0,19.0,18.0,0
591,9.0,18.0,17.0,0
592,9.0,18.0,17.0,0
593,11.0,20.0,19.0,0
594,12.0,21.0,20.0,0
595,10.0,19.0,18.0,0
596,10.0,19.0,18.0,0
597,10.0,19.0,18.0,0
598,10.0,19.0,18.0,0
599,12.0,21.0,20.0,0
600,13.0,22.0,21.0,0
601,11.0,20.0,19.0,0
602,12.0,21.0,20.0,0
603,8.0,17.0,16.0,0
604,13.0,22.0,21.0,0
605,10.0,20.0,19.0,0
606,10.0,20.0,19.0,0
607,13.0,22.0,21.0,0
608,10.0,19.0,18.0,0
609,11.0,19.0,21.0,0
610,11.0,19.0,21.0,0
611,12.0,21.0,20.0,0
612,10.0,19.0,18.0,0
613,11.0,20.0,19.0,0
614,11.0,20.0,19.0,0
615,12.0,21.0,20.0,0
616,10.0,19.0,18.0,0
617,12.0,22.0,21.0,0
618,8.0,18.0,17.0,0
619,9.0,19.0,18.0,0
620,9.0,19.0,18.0,0
621,10.0,20.0,21.0,0
622,8.0,18.0,19.0,0
623,10.0,20.0,21.0,0
624,9.0,19.0,20.0,0
625,10.0,20.0,19.0,0
626,11.0,21.0,20.0,0
627,12.0,21.0,20.0,0
628,11.0,20.0,19.0,0
629,11.0,20.0,19.0,0
630,10.0,19.0,18.0,0
631,10.0,19.0,18.0,0
632,12.0,21.0,20.0,0
633,15.0,25.0,24.0,0
634,11.0,20.0,19.0,0
635,13.0,22.0,21.0,0
636,13.0,22.0,21.0,0
637,6.0,15.0,14.0,0
638,14.0,23.0,22.0,0
639,11.0,20.0,19.0,0
640,11.0,20.0,19.0,0
641,10.0,19.0,18.0,0
642,10.0,19.0,18.0,0
643,16.0,25.0,24.0,0
644,9.0,18.0,17.0,0
645,13.0,22.0,21.0,0
646,14.0,23.0,22.0,0
647,12.0,21.0,20.0,0
648,13.0,22.0,21.0,0
649,13.0,22.0,21.0,0
650,12.0,21.0,20.0,0
651,9.0,18.0,17.0,0
652,13.0,22.0,21.0,0
653,13.0,22.0,21.0,0
654,11.0,20.0,19.0,0
655,11.0,20.0,19.0,0
656,9.0,19.0,18.0,0
657,9.0,19.0,18.0,0
658,11.0,20.0,19.0,0
659,9.0,18.0,17.0,0
660,10.0,18.0,20.0,0
661,9.0,17.0,19.0,0
662,12.0,21.0,20.0,0
663,8.0,17.0,16.0,0
664,9.0,18.0,17.0,0
665,10.0,19.0,18.0,0
666,11.0,20.0,19.0,0
667,9.0,18.0,17.0,0
668,11.0,21.0,20.0,0
669,10.0,20.0,19.0,0
670,11.0,21.0,20.0,0
671,10.0,20.0,19.0,0
672,7.0,17.0,18.0,0
673,13.0,23.0,24.0,0
674,6.0,16.0,17.0,0
675,11.0,21.0,22.0,0
676,11.0,21.0,20.0,0
677,5.0,15.0,14.0,0
678,12.0,21.0,20.0,0
679,10.0,19.0,18.0,0
680,11.0,20.0,19.0,0
681,9.0,18.0,17.0,0
682,12.0,21.0,20.0,0
683,8.0,17.0,16.0,0
684,9.0,19.0,18.0,0
685,9.0,18.0,17.0,0
686,11.0,20.0,19.0,0
687,12.0,21.0,20.0,0
688,13.0,22.0,21.0,0
689,10.0,19.0,18.0,0
690,10.0,19.0,18.0,0
691,11.0,20.0,19.0,0
692,11.0,20.0,19.0,0
693,11.0,20.0,19.0,0
694,12.0,21.0,20.0,0
695,10.0,19.0,18.0,0
696,12.0,21.0,20.0,0
697,9.0,18.0,17.0,0
698,12.0,21.0,20.0,0
699,9.0,18.0,17.0,0
700,9.0,18.0,17.0,0
701,10.0,19.0,18.0,0
702,11.0,20.0,19.0,0
703,9.0,18.0,17.0,0
704,9.0,18.0,17.0,0
705,11.0,20.0,19.0,0
706,11.0,20.0,19.0,0
707,10.0,20.0,19.0,0
708,9.0,19.0,18.0,0
709,10.0,20.0,19.0,0
710,11.0,21.0,20.0,0
711,12.0,21.0,20.0,0
712,12.0,21.0,20.0,0
713,12.0,21.0,20.0,0
714,12.0,21.0,20.0,0
715,13.0,22.0,21.0,0
716,12.0,21.0,20.0,0
717,12.0,21.0,20.0,0
718,11.0,20.0,19.0,0
719,9.0,18.0,17.0,0
720,13.0,22.0,21.0,0
721,8.0,18.0,17.0,0
722,10.0,20.0,19.0,0
723,10.0,20.0,19.0,0
724,8.0,18.0,17.0,0
725,9.0,19.0,18.0,0
726,10.0,20.0,19.0,0
727,6.0,16.0,17.0,0
728,13.0,23.0,24.0,0
729,7.0,17.0,18.0,0
730,8.0,18.0,19.0,0
731,9.0,19.0,18.0,0
732,7.0,17.0,16.0,0
733,12.0,21.0,20.0,0
734,10.0,19.0,18.0,0
735,12.0,21.0,20.0,0
736,11.0,20.0,19.0,0
737,12.0,21.0,20.0,0
738,11.0,20.0,19.0,0
739,14.0,23.0,22.0,0
740,8.0,17.0,16.0,0
741,14.0,23.0,22.0,0
742,11.0,20.0,19.0,0
743,12.0,21.0,20.0,0
744,13.0,22.0,21.0,0
745,7.0,16.0,15.0,0
746,13.0,22.0,21.0,0
747,11.0,20.0,19.0,0
748,13.0,22.0,21.0,0
749,12.0,21.0,20.0,0
750,12.0,21.0,20.0,0
751,13.0,22.0,21.0,0
752,11.0,20.0,19.0,0
753,10.0,19.0,18.0,0
754,11.0,20.0,19.0,0
755,12.0,21.0,20.0,0
756,12.0,21.0,20.0,0
757,11.0,20.0,19.0,0
758,9.0,19.0,18.0,0
759,9.0,19.0,18.0,0
760,9.0,19.0,18.0,0
761,9.0,19.0,18.0,0
762,10.0,19.0,18.0,0
763,10.0,19.0,18.0,0
764,11.0,20.0,19.0,0
765,9.0,18.0,17.0,0
766,11.0,20.0,19.0,0
767,9.0,18.0,17.0,0
768,11.0,20.0,19.0,0
769,9.0,18.0,17.0,0
770,11.0,20.0,19.0,0
771,10.0,19.0,18.0,0
772,7.0,17.0,16.0,0
773,10.0,20.0,19.0,0
774,9.0,19.0,18.0,0
775,8.0,18.0,17.0,0
776,12.0,22.0,21.0,0
777,8.0,18.0,17.0,0
778,9.0,19.0,20.0,0
779,11.0,21.0,22.0,0
780,9.0,19.0,20.0,0
781,9.0,19.0,20.0,0
782,11.0,21.0,20.0,0
783,10.0,20.0,19.0,0
784,12.0,21.0,20.0,0
785,11.0,20.0,19.0,0
786,11.0,20.0,19.0,0
787,11.0,20.0,19.0,0
788,13.0,22.0,21.0,0
789,8.0,17.0,16.0,0
790,11.0,20.0,19.0,0
791,10.0,19.0,18.0,0
792,9.0,18.0,17.0,0
793,12.0,21.0,20.0,0
794,9.0,18.0,17.0,0
795,12.0,21.0,18.0,0
796,10.0,19.0,16.0,0
797,10.0,19.0,16.0,0
798,10.0,19.0,16.0,0
799,9.0,18.0,17.0,0
800,8.0,17.0,16.0,0
801,14.0,23.0,22.0,0
802,10.0,19.0,18.0,0
803,12.0,21.0,20.0,0
804,11.0,20.0,19.0,0
805,11.0,20.0,19.0,0
806,12.0,21.0,20.0,0
807,11.0,20.0,19.0,0
808,11.0,20.0,19.0,0
809,10.0,20.0,19.0,0
810,10.0,20.0,19.0,0
811,10.0,20.0,19.0,0
812,10.0,20.0,19.0,0
813,10.0,19.0,18.0,0
814,10.0,19.0,18.0,0
815,14.0,23.0,22.0,0
816,8.0,17.0,16.0,0
817,12.0,21.0,20.0,0
818,12.0,21.0,20.0,0
819,9.0,18.0,17.0,0
820,13.0,22.0,21.0,0
821,9.0,18.0,17.0,0
822,10.0,19.0,18.0,0
823,12.0,21.0,18.0,0
824,9.0,18.0,15.0,0
825,10.0,19.0,16.0,0
826,8.0,17.0,14.0,0
827,12.0,22.0,21.0,0
828,9.0,19.0,18.0,0
829,10.0,20.0,21.0,0
830,7.0,17.0,18.0,0
831,13.0,23.0,24.0,0
832,6.0,16.0,17.0,0
833,11.0,21.0,22.0,0
834,6.0,16.0,17.0,0
835,8.0,18.0,17.0,0
836,10.0,20.0,19.0,0
837,10.0,20.0,19.0,0
838,11.0,20.0,19.0,0
839,11.0,20.0,19.0,0
840,12.0,21.0,20.0,0
841,11.0,20.0,19.0,0
842,12.0,21.0,20.0,0
843,10.0,19.0,18.0,0
844,11.0,20.0,19.0,0
845,11.0,20.0,19.0,0
846,9.0,18.0,15.0,0
847,12.0,21.0,18.0,0
848,10.0,19.0,16.0,0
849,11.0,20.0,17.0,0
850,12.0,21.0,20.0,0
851,12.0,21.0,20.0,0
852,9.0,18.0,17.0,0
853,11.0,20.0,19.0,0
854,8.0,17.0,16.0,0
855,12.0,21.0,20.0,0
856,12.0,21.0,20.0,0
857,11.0,20.0,19.0,0
858,11.0,20.0,19.0,0
859,11.0,20.0,19.0,0
860,10.0,20.0,19.0,0
861,10.0,20.0,19.0,0
862,9.0,19.0,18.0,0
863,9.0,19.0,18.0,0
864,13.0,22.0,21.0,0
865,6.0,15.0,14.0,0
866,14.0,23.0,22.0,0
867,9.0,18.0,17.0,0
868,9.0,18.0,17.0,0
869,11.0,20.0,19.0,0
870,7.0,16.0,15.0,0
871,12.0,21.0,20.0,0
872,11.0,20.0,19.0,0
873,9.0,18.0,17.0,0
