ID,Band0,Band1,Band2,Class
177,10.0,20.0,19.0,0
178,8.0,18.0,17.0,0
179,10.0,20.0,19.0,0
180,9.0,19.0,18.0,0
181,11.0,21.0,20.0,0
182,7.0,17.0,16.0,0
183,11.0,21.0,20.0,0
184,10.0,20.0,19.0,0
185,12.0,22.0,21.0,0
186,8.0,18.0,17.0,0
187,10.0,20.0,19.0,0
188,8.0,18.0,17.0,0
189,10.0,19.0,18.0,0
190,12.0,21.0,20.0,0
191,6.0,16.0,15.0,0
192,11.0,21.0,20.0,0
193,11.0,21.0,20.0,0
194,9.0,19.0,18.0,0
195,10.0,20.0,19.0,0
196,9.0,19.0,18.0,0
197,7.0,17.0,16.0,0
198,10.0,20.0,19.0,0
199,10.0,20.0,19.0,0
200,10.0,20.0,19.0,0
201,9.0,19.0,18.0,0
202,8.0,18.0,17.0,0
203,10.0,20.0,19.0,0
204,11.0,21.0,20.0,0
205,6.0,16.0,17.0,0
206,9.0,19.0,20.0,0
207,10.0,20.0,21.0,0
208,10.0,20.0,21.0,0
209,7.0,17.0,16.0,0
210,12.0,22.0,21.0,0
211,8.0,19.0,15.0,0
212,9.0,20.0,16.0,0
213,6.0,16.0,15.0,0
214,12.0,22.0,21.0,0
215,7.0,17.0,16.0,0
216,11.0,21.0,20.0,0
217,9.0,19.0,18.0,0
218,8.0,18.0,17.0,0
219,3.0,13.0,12.0,0
220,13.0,23.0,22.0,0
221,9.0,19.0,18.0,0
222,9.0,19.0,18.0,0
223,12.0,22.0,21.0,0
224,11.0,21.0,20.0,0
225,6.0,16.0,15.0,0
226,10.0,20.0,19.0,0
227,8.0,18.0,17.0,0
228,9.0,19.0,18.0,0
229,9.0,18.0,17.0,0
230,10.0,19.0,18.0,0
231,11.0,20.0,19.0,0
232,11.0,20.0,19.0,0
233,10.0,19.0,18.0,0
234,11.0,20.0,19.0,0
235,10.0,19.0,18.0,0
236,10.0,19.0,18.0,0
237,12.0,21.0,20.0,0
238,11.0,20.0,19.0,0
239,10.0,19.0,18.0,0
240,11.0,20.0,19.0,0
241,11.0,20.0,19.0,0
242,7.0,16.0,15.0,0
243,11.0,21.0,20.0,0
244,10.0,19.0,18.0,0
245,11.0,20.0,19.0,0
246,12.0,21.0,20.0,0
247,10.0,19.0,18.0,0
248,12.0,21.0,20.0,0
249,10.0,19.0,18.0,0
250,9.0,18.0,17.0,0
251,11.0,20.0,19.0,0
252,11.0,20.0,19.0,0
253,13.0,22.0,21.0,0
254,14.0,23.0,22.0,0
255,9.0,18.0,17.0,0
256,10.0,19.0,18.0,0
257,11.0,20.0,19.0,0
258,10.0,20.0,19.0,0
259,8.0,18.0,17.0,0
260,11.0,21.0,20.0,0
261,9.0,19.0,18.0,0
262,9.0,19.0,18.0,0
263,7.0,17.0,16.0,0
264,11.0,21.0,20.0,0
265,10.0,20.0,19.0,0
266,10.0,20.0,19.0,0
267,12.0,22.0,21.0,0
268,7.0,17.0,16.0,0
269,9.0,19.0,18.0,0
270,12.0,21.0,20.0,0
271,9.0,18.0,17.0,0
272,10.0,20.0,19.0,0
273,10.0,20.0,19.0,0
274,6.0,16.0,15.0,0
275,8.0,18.0,17.0,0
276,10.0,20.0,19.0,0
277,10.0,20.0,19.0,0
278,11.0,21.0,20.0,0
279,11.0,21.0,20.0,0
280,6.0,16.0,15.0,0
281,10.0,20.0,19.0,0
282,10.0,20.0,19.0,0
283,8.0,18.0,17.0,0
284,11.0,21.0,20.0,0
285,5.0,15.0,14.0,0
286,13.0,23.0,24.0,0
287,11.0,21.0,22.0,0
288,7.0,17.0,18.0,0
289,10.0,20.0,21.0,0
290,8.0,18.0,17.0,0
291,7.0,17.0,16.0,0
292,10.0,21.0,17.0,0
293,9.0,20.0,16.0,0
294,10.0,20.0,19.0,0
295,7.0,17.0,16.0,0
296,8.0,18.0,17.0,0
297,8.0,18.0,17.0,0
298,12.0,22.0,21.0,0
299,8.0,18.0,17.0,0
300,12.0,22.0,21.0,0
301,10.0,20.0,19.0,0
302,9.0,19.0,18.0,0
303,8.0,18.0,17.0,0
304,10.0,20.0,19.0,0
305,9.0,19.0,18.0,0
306,8.0,18.0,17.0,0
307,11.0,21.0,20.0,0
308,10.0,20.0,19.0,0
309,8.0,18.0,17.0,0
310,11.0,20.0,19.0,0
311,12.0,21.0,20.0,0
312,11.0,20.0,19.0,0
313,11.0,20.0,19.0,0
314,12.0,21.0,20.0,0
315,11.0,20.0,19.0,0
316,9.0,18.0,17.0,0
317,11.0,20.0,19.0,0
318,11.0,20.0,19.0,0
319,11.0,20.0,19.0,0
320,12.0,21.0,20.0,0
321,7.0,16.0,15.0,0
322,12.0,21.0,20.0,0
323,14.0,23.0,22.0,0
324,7.0,17.0,16.0,0
325,14.0,23.0,20.0,0
326,12.0,21.0,18.0,0
327,8.0,17.0,14.0,0
328,13.0,22.0,19.0,0
329,12.0,21.0,18.0,0
330,12.0,21.0,18.0,0
331,11.0,20.0,19.0,0
332,13.0,22.0,21.0,0
333,9.0,18.0,17.0,0
334,11.0,20.0,19.0,0
335,7.0,17.0,16.0,0
336,9.0,19.0,18.0,0
337,9.0,19.0,18.0,0
338,10.0,20.0,19.0,0
339,8.0,18.0,17.0,0
340,10.0,20.0,19.0,0
341,11.0,21.0,20.0,0
342,8.0,18.0,17.0,0
343,14.0,24.0,23.0,0
344,11.0,21.0,20.0,0
345,8.0,18.0,17.0,0
346,8.0,18.0,17.0,0
347,9.0,19.0,18.0,0
348,9.0,19.0,18.0,0
349,12.0,22.0,21.0,0
350,8.0,18.0,17.0,0
351,11.0,21.0,20.0,0
352,9.0,19.0,18.0,0
353,10.0,19.0,18.0,0
354,9.0,18.0,17.0,0
355,11.0,21.0,20.0,0
356,10.0,20.0,19.0,0
357,9.0,19.0,18.0,0
358,8.0,18.0,17.0,0
359,10.0,20.0,19.0,0
360,10.0,20.0,19.0,0
361,10.0,20.0,19.0,0
362,10.0,20.0,19.0,0
363,10.0,20.0,19.0,0
364,10.0,20.0,19.0,0
365,12.0,21.0,20.0,0
366,12.0,21.0,20.0,0
367,7.0,17.0,18.0,0
368,9.0,19.0,20.0,0
369,13.0,23.0,24.0,0
370,10.0,20.0,21.0,0
371,7.0,17.0,16.0,0
372,10.0,20.0,19.0,0
373,7.0,17.0,16.0,0
374,6.0,16.0,15.0,0
375,13.0,23.0,22.0,0
376,11.0,21.0,20.0,0
377,9.0,19.0,18.0,0
378,8.0,18.0,17.0,0
379,8.0,18.0,17.0,0
380,9.0,19.0,18.0,0
381,8.0,18.0,17.0,0
382,9.0,19.0,18.0,0
383,7.0,17.0,16.0,0
384,9.0,19.0,18.0,0
385,7.0,17.0,16.0,0
386,11.0,21.0,20.0,0
387,11.0,20.0,19.0,0
388,4.0,13.0,12.0,0
389,11.0,20.0,17.0,0
390,12.0,21.0,18.0,0
391,10.0,19.0,18.0,0
392,13.0,22.0,21.0,0
393,12.0,21.0,20.0,0
394,10.0,19.0,18.0,0
395,11.0,20.0,19.0,0
396,10.0,19.0,18.0,0
397,12.0,21.0,20.0,0
398,9.0,18.0,17.0,0
399,10.0,19.0,18.0,0
400,10.0,19.0,18.0,0
401,11.0,20.0,19.0,0
402,10.0,19.0,18.0,0
403,10.0,20.0,19.0,0
404,9.0,19.0,18.0,0
405,10.0,20.0,19.0,0
406,10.0,19.0,16.0,0
407,11.0,20.0,17.0,0
408,11.0,20.0,17.0,0
409,10.0,19.0,16.0,0
410,12.0,21.0,18.0,0
411,11.0,20.0,17.0,0
412,10.0,19.0,18.0,0
413,13.0,22.0,21.0,0
414,10.0,19.0,18.0,0
415,10.0,19.0,18.0,0
416,11.0,21.0,20.0,0
417,11.0,21.0,20.0,0
418,8.0,18.0,17.0,0
419,9.0,19.0,18.0,0
420,13.0,23.0,22.0,0
421,8.0,18.0,17.0,0
422,8.0,18.0,17.0,0
423,9.0,19.0,18.0,0
424,7.0,17.0,16.0,0
425,9.0,19.0,18.0,0
426,9.0,19.0,18.0,0
427,13.0,23.0,22.0,0
428,6.0,16.0,15.0,0
429,13.0,23.0,22.0,0
430,7.0,17.0,16.0,0
431,10.0,20.0,19.0,0
432,8.0,18.0,17.0,0
433,11.0,21.0,20.0,0
434,10.0,19.0,18.0,0
435,12.0,21.0,20.0,0
436,8.0,18.0,17.0,0
437,8.0,18.0,17.0,0
438,9.0,19.0,18.0,0
439,9.0,19.0,18.0,0
440,10.0,20.0,19.0,0
441,9.0,19.0,18.0,0
442,12.0,22.0,21.0,0
443,8.0,18.0,17.0,0
444,9.0,19.0,18.0,0
445,8.0,18.0,17.0,0
446,11.0,20.0,19.0,0
447,10.0,19.0,18.0,0
448,8.0,18.0,19.0,0
449,9.0,19.0,20.0,0
450,6.0,16.0,17.0,0
451,9.0,19.0,20.0,0
452,7.0,17.0,16.0,0
453,8.0,18.0,17.0,0
454,7.0,17.0,16.0,0
455,12.0,22.0,21.0,0
456,8.0,18.0,17.0,0
457,8.0,18.0,17.0,0
458,8.0,18.0,17.0,0
459,8.0,18.0,17.0,0
460,8.0,18.0,17.0,0
461,9.0,19.0,18.0,0
462,8.0,18.0,17.0,0
463,9.0,19.0,18.0,0
464,8.0,18.0,17.0,0
465,9.0,19.0,18.0,0
466,9.0,19.0,18.0,0
467,9.0,19.0,18.0,0
468,10.0,19.0,18.0,0
469,11.0,20.0,19.0,0
470,10.0,19.0,16.0,0
471,11.0,20.0,17.0,0
472,12.0,21.0,20.0,0
473,8.0,17.0,16.0,0
474,12.0,21.0,20.0,0
475,10.0,19.0,18.0,0
476,10.0,19.0,18.0,0
477,15.0,24.0,23.0,0
478,10.0,19.0,18.0,0
479,15.0,24.0,23.0,0
480,9.0,18.0,17.0,0
481,11.0,20.0,19.0,0
482,10.0,19.0,18.0,0
483,11.0,20.0,19.0,0
484,10.0,20.0,19.0,0
485,10.0,20.0,19.0,0
486,9.0,19.0,18.0,0
487,12.0,18.0,16.0,0
488,10.0,19.0,16.0,0
489,13.0,22.0,19.0,0
490,7.0,18.0,14.0,0
491,13.0,22.0,21.0,0
492,11.0,20.0,19.0,0
493,12.0,21.0,20.0,0
494,12.0,21.0,20.0,0
495,9.0,19.0,18.0,0
496,12.0,22.0,21.0,0
497,7.0,17.0,16.0,0
498,10.0,20.0,19.0,0
499,11.0,21.0,20.0,0
500,9.0,19.0,18.0,0
501,10.0,20.0,19.0,0
502,9.0,19.0,18.0,0
503,9.0,19.0,18.0,0
504,10.0,20.0,19.0,0
505,9.0,19.0,18.0,0
506,8.0,18.0,17.0,0
507,9.0,19.0,18.0,0
508,11.0,21.0,20.0,0
509,12.0,22.0,21.0,0
510,8.0,18.0,17.0,0
511,8.0,18.0,17.0,0
512,10.0,20.0,19.0,0
513,9.0,18.0,17.0,0
514,11.0,20.0,19.0,0
515,8.0,18.0,17.0,0
516,12.0,22.0,21.0,0
517,10.0,20.0,19.0,0
518,8.0,18.0,17.0,0
519,9.0,19.0,18.0,0
520,8.0,18.0,17.0,0
521,9.0,19.0,18.0,0
522,10.0,20.0,19.0,0
523,8.0,18.0,17.0,0
524,11.0,21.0,20.0,0
525,9.0,18.0,17.0,0
526,11.0,20.0,19.0,0
527,11.0,20.0,19.0,0
528,11.0,20.0,19.0,0
529,9.0,19.0,18.0,0
530,11.0,21.0,20.0,0
531,11.0,21.0,22.0,0
532,13.0,23.0,24.0,0
533,10.0,20.0,19.0,0
534,11.0,21.0,20.0,0
535,12.0,22.0,21.0,0
536,6.0,16.0,15.0,0
537,12.0,22.0,21.0,0
538,9.0,19.0,18.0,0
539,11.0,20.0,19.0,0
540,11.0,20.0,19.0,0
541,9.0,19.0,18.0,0
542,9.0,19.0,18.0,0
543,10.0,19.0,18.0,0
544,9.0,18.0,17.0,0
545,10.0,20.0,19.0,0
546,10.0,20.0,19.0,0
547,9.0,19.0,18.0,0
548,8.0,18.0,17.0,0
549,9.0,19.0,18.0,0
550,9.0,19.0,18.0,0
551,10.0,19.0,16.0,0
552,11.0,20.0,17.0,0
553,10.0,20.0,19.0,0
554,9.0,19.0,18.0,0
555,11.0,20.0,19.0,0
556,10.0,19.0,18.0,0
557,10.0,19.0,18.0,0
558,9.0,18.0,17.0,0
559,10.0,20.0,19.0,0
560,7.0,17.0,16.0,0
561,15.0,24.0,23.0,0
562,12.0,21.0,20.0,0
563,10.0,19.0,18.0,0
564,11.0,20.0,19.0,0
565,11.0,20.0,19.0,0
566,11.0,20.0,19.0,0
567,11.0,20.0,19.0,0
568,15.0,21.0,19.0,0
569,12.0,21.0,18.0,0
570,13.0,22.0,19.0,0
571,9.0,20.0,16.0,0
572,9.0,18.0,17.0,0
573,12.0,21.0,20.0,0
574,10.0,19.0,18.0,0
575,11.0,20.0,19.0,0
576,10.0,20.0,19.0,0
577,9.0,19.0,18.0,0
578,12.0,22.0,21.0,0
579,7.0,17.0,16.0,0
580,11.0,21.0,20.0,0
581,9.0,19.0,18.0,0
582,11.0,21.0,20.0,0
583,10.0,20.0,19.0,0
584,9.0,19.0,18.0,0
585,10.0,20.0,19.0,0
586,12.0,22.0,21.0,0
587,10.0,20.0,19.0,0
588,9.0,19.0,18.0,0
589,9.0,19.0,18.0,0
590,9.0,19.0,18.0,0
591,10.0,20.0,19.0,0
592,9.0,19.0,18.0,0
593,10.0,20.0,19.0,0
594,9.0,18.0,17.0,0
595,12.0,21.0,20.0,0
596,9.0,19.0,18.0,0
597,11.0,21.0,20.0,0
598,10.0,20.0,19.0,0
599,9.0,19.0,18.0,0
600,12.0,22.0,21.0,0
601,10.0,20.0,19.0,0
602,9.0,19.0,18.0,0
603,9.0,19.0,18.0,0
604,11.0,21.0,20.0,0
605,7.0,17.0,16.0,0
606,10.0,19.0,18.0,0
607,11.0,20.0,19.0,0
608,10.0,19.0,18.0,0
609,9.0,18.0,17.0,0
610,7.0,17.0,16.0,0
611,10.0,20.0,19.0,0
612,6.0,16.0,17.0,0
613,8.0,18.0,19.0,0
614,8.0,18.0,17.0,0
615,7.0,17.0,16.0,0
616,7.0,17.0,16.0,0
617,9.0,19.0,18.0,0
618,10.0,20.0,19.0,0
619,8.0,18.0,17.0,0
620,11.0,20.0,19.0,0
621,11.0,20.0,19.0,0
622,8.0,18.0,17.0,0
623,9.0,19.0,18.0,0
624,10.0,19.0,18.0,0
625,11.0,20.0,19.0,0
626,7.0,17.0,16.0,0
627,9.0,19.0,18.0,0
628,10.0,20.0,19.0,0
629,9.0,19.0,18.0,0
630,10.0,20.0,19.0,0
631,9.0,19.0,18.0,0
632,11.0,20.0,17.0,0
633,12.0,21.0,18.0,0
634,9.0,19.0,18.0,0
635,9.0,19.0,18.0,0
636,10.0,19.0,18.0,0
637,12.0,21.0,20.0,0
638,11.0,20.0,19.0,0
639,10.0,19.0,18.0,0
640,10.0,20.0,19.0,0
641,12.0,22.0,21.0,0
642,8.0,17.0,16.0,0
643,11.0,20.0,19.0,0
644,10.0,19.0,18.0,0
645,11.0,20.0,19.0,0
646,11.0,20.0,19.0,0
647,11.0,20.0,19.0,0
648,11.0,20.0,19.0,0
649,12.0,21.0,20.0,0
650,10.0,19.0,18.0,0
651,11.0,20.0,19.0,0
652,11.0,20.0,19.0,0
653,8.0,18.0,17.0,0
654,11.0,21.0,20.0,0
655,11.0,20.0,19.0,0
656,11.0,20.0,19.0,0
657,12.0,22.0,21.0,0
658,8.0,18.0,17.0,0
659,9.0,19.0,18.0,0
660,9.0,19.0,18.0,0
661,8.0,18.0,17.0,0
662,9.0,19.0,18.0,0
663,7.0,17.0,16.0,0
664,10.0,20.0,19.0,0
665,12.0,22.0,21.0,0
666,10.0,20.0,19.0,0
667,10.0,20.0,19.0,0
668,10.0,20.0,19.0,0
669,8.0,18.0,17.0,0
670,11.0,21.0,20.0,0
671,12.0,21.0,20.0,0
672,11.0,20.0,19.0,0
673,10.0,19.0,16.0,0
674,11.0,20.0,17.0,0
675,9.0,19.0,18.0,0
676,11.0,21.0,20.0,0
677,10.0,20.0,19.0,0
678,10.0,20.0,19.0,0
679,10.0,20.0,19.0,0
680,10.0,20.0,19.0,0
681,8.0,18.0,17.0,0
682,9.0,19.0,18.0,0
683,7.0,17.0,16.0,0
684,9.0,19.0,18.0,0
685,9.0,19.0,18.0,0
686,10.0,20.0,19.0,0
687,11.0,21.0,20.0,0
688,5.0,15.0,14.0,0
689,10.0,19.0,18.0,0
690,12.0,21.0,20.0,0
691,12.0,21.0,20.0,0
692,12.0,21.0,20.0,0
693,8.0,18.0,17.0,0
694,13.0,23.0,22.0,0
695,8.0,18.0,17.0,0
696,11.0,21.0,20.0,0
697,10.0,20.0,19.0,0
698,9.0,19.0,18.0,0
699,9.0,19.0,18.0,0
700,10.0,20.0,19.0,0
701,9.0,19.0,18.0,0
702,9.0,19.0,18.0,0
703,14.0,23.0,22.0,0
704,11.0,20.0,19.0,0
705,8.0,18.0,17.0,0
706,9.0,19.0,18.0,0
707,9.0,19.0,18.0,0
708,9.0,19.0,18.0,0
709,10.0,20.0,21.0,0
710,9.0,19.0,20.0,0
711,10.0,20.0,19.0,0
712,10.0,20.0,19.0,0
713,8.0,18.0,17.0,0
714,6.0,16.0,15.0,0
715,11.0,20.0,19.0,0
716,11.0,20.0,19.0,0
717,10.0,20.0,21.0,0
718,9.0,19.0,20.0,0
719,10.0,20.0,19.0,0
720,9.0,19.0,18.0,0
721,9.0,20.0,16.0,0
722,11.0,22.0,18.0,0
723,9.0,20.0,16.0,0
724,10.0,21.0,17.0,0
725,9.0,19.0,18.0,0
726,10.0,20.0,19.0,0
727,11.0,20.0,19.0,0
728,11.0,20.0,19.0,0
729,11.0,20.0,19.0,0
730,9.0,18.0,17.0,0
731,11.0,20.0,19.0,0
732,11.0,20.0,19.0,0
733,11.0,20.0,19.0,0
734,12.0,22.0,21.0,0
735,11.0,21.0,20.0,0
736,12.0,21.0,20.0,0
737,12.0,21.0,20.0,0
738,5.0,15.0,14.0,0
739,11.0,21.0,20.0,0
740,10.0,20.0,19.0,0
741,8.0,18.0,17.0,0
742,12.0,22.0,21.0,0
743,13.0,23.0,22.0,0
744,11.0,21.0,20.0,0
745,9.0,19.0,18.0,0
746,12.0,22.0,21.0,0
747,10.0,20.0,19.0,0
748,9.0,19.0,18.0,0
749,9.0,19.0,18.0,0
750,9.0,19.0,18.0,0
751,7.0,17.0,16.0,0
752,10.0,19.0,18.0,0
753,11.0,20.0,19.0,0
754,9.0,18.0,15.0,0
755,11.0,20.0,17.0,0
756,9.0,19.0,18.0,0
757,10.0,20.0,19.0,0
758,11.0,21.0,20.0,0
759,10.0,20.0,19.0,0
760,10.0,20.0,19.0,0
761,9.0,19.0,18.0,0
762,9.0,19.0,18.0,0
763,8.0,18.0,17.0,0
764,14.0,24.0,23.0,0
765,8.0,18.0,17.0,0
766,11.0,21.0,20.0,0
767,11.0,21.0,20.0,0
768,7.0,17.0,16.0,0
769,12.0,22.0,21.0,0
770,12.0,21.0,20.0,0
771,8.0,17.0,16.0,0
772,10.0,19.0,18.0,0
773,11.0,20.0,19.0,0
774,10.0,20.0,19.0,0
775,8.0,18.0,17.0,0
776,10.0,20.0,19.0,0
777,9.0,19.0,18.0,0
778,7.0,17.0,16.0,0
779,11.0,21.0,20.0,0
780,6.0,16.0,15.0,0
781,12.0,22.0,21.0,0
782,8.0,18.0,17.0,0
783,10.0,20.0,19.0,0
784,10.0,19.0,18.0,0
785,11.0,20.0,19.0,0
786,9.0,19.0,18.0,0
787,10.0,20.0,19.0,0
788,8.0,18.0,17.0,0
789,13.0,23.0,22.0,0
790,9.0,19.0,20.0,0
791,8.0,18.0,19.0,0
792,9.0,19.0,18.0,0
793,9.0,19.0,18.0,0
794,10.0,20.0,19.0,0
795,11.0,21.0,20.0,0
796,10.0,19.0,18.0,0
797,9.0,18.0,17.0,0
798,12.0,22.0,23.0,0
799,8.0,18.0,19.0,0
800,8.0,18.0,17.0,0
801,8.0,18.0,17.0,0
802,10.0,21.0,17.0,0
803,10.0,21.0,17.0,0
804,9.0,20.0,16.0,0
805,11.0,22.0,18.0,0
806,8.0,18.0,17.0,0
807,9.0,19.0,18.0,0
808,11.0,20.0,19.0,0
809,11.0,20.0,19.0,0
810,11.0,20.0,19.0,0
811,12.0,21.0,20.0,0
812,11.0,20.0,19.0,0
813,10.0,20.0,19.0,0
814,8.0,18.0,17.0,0
815,11.0,21.0,20.0,0
816,10.0,20.0,19.0,0
817,10.0,20.0,19.0,0
818,11.0,21.0,20.0,0
819,9.0,19.0,18.0,0
820,13.0,23.0,22.0,0
821,7.0,17.0,16.0,0
822,12.0,22.0,21.0,0
823,7.0,17.0,16.0,0
824,8.0,18.0,17.0,0
825,8.0,18.0,17.0,0
826,10.0,20.0,19.0,0
827,11.0,21.0,20.0,0
828,10.0,20.0,19.0,0
829,11.0,21.0,20.0,0
830,10.0,20.0,19.0,0
831,10.0,20.0,19.0,0
832,12.0,22.0,21.0,0
833,9.0,19.0,18.0,0
834,10.0,20.0,19.0,0
835,9.0,19.0,18.0,0
836,12.0,22.0,21.0,0
837,9.0,19.0,18.0,0
838,10.0,20.0,19.0,0
839,8.0,18.0,17.0,0
840,11.0,21.0,20.0,0
841,10.0,20.0,19.0,0
842,10.0,20.0,19.0,0
843,9.0,19.0,18.0,0
844,9.0,19.0,18.0,0
845,8.0,18.0,17.0,0
846,9.0,19.0,18.0,0
847,10.0,20.0,19.0,0
848,8.0,18.0,17.0,0
849,10.0,20.0,19.0,0
850,5.0,15.0,14.0,0
851,15.0,25.0,24.0,0
852,9.0,19.0,18.0,0
853,12.0,21.0,20.0,0
854,11.0,20.0,19.0,0
855,10.0,20.0,19.0,0
856,8.0,18.0,17.0,0
857,12.0,22.0,21.0,0
858,8.0,18.0,17.0,0
859,10.0,20.0,19.0,0
860,8.0,18.0,17.0,0
861,8.0,18.0,17.0,0
862,10.0,20.0,19.0,0
863,9.0,19.0,18.0,0
864,9.0,19.0,18.0,0
865,11.0,20.0,19.0,0
866,8.0,17.0,16.0,0
867,11.0,20.0,19.0,0
868,11.0,20.0,19.0,0
869,9.0,19.0,18.0,0
870,8.0,18.0,17.0,0
871,9.0,19.0,20.0,0
872,9.0,19.0,20.0,0
873,9.0,21.0,19.0,0
874,8.0,20.0,18.0,0
875,9.0,19.0,18.0,0
876,10.0,20.0,19.0,0
877,7.0,17.0,16.0,0
878,14.0,24.0,23.0,0
879,7.0,17.0,18.0,0
880,7.0,17.0,18.0,0
881,12.0,22.0,21.0,0
882,13.0,23.0,22.0,0
883,9.0,19.0,18.0,0
884,10.0,20.0,19.0,0
885,11.0,21.0,20.0,0
886,10.0,20.0,19.0,0
887,10.0,20.0,19.0,0
888,6.0,16.0,15.0,0
889,12.0,21.0,20.0,0
890,11.0,20.0,19.0,0
891,10.0,19.0,18.0,0
892,10.0,19.0,18.0,0
893,14.0,23.0,22.0,0
894,7.0,17.0,16.0,0
895,13.0,23.0,22.0,0
896,10.0,20.0,19.0,0
897,10.0,20.0,19.0,0
898,11.0,21.0,20.0,0
899,10.0,20.0,19.0,0
900,7.0,17.0,16.0,0
901,12.0,22.0,21.0,0
902,9.0,19.0,18.0,0
903,10.0,20.0,19.0,0
904,9.0,19.0,18.0,0
905,8.0,18.0,17.0,0
906,13.0,23.0,22.0,0
907,7.0,17.0,16.0,0
908,11.0,21.0,20.0,0
909,10.0,20.0,19.0,0
910,11.0,21.0,20.0,0
911,10.0,20.0,19.0,0
912,9.0,19.0,18.0,0
913,9.0,19.0,18.0,0
914,8.0,18.0,17.0,0
915,10.0,20.0,19.0,0
916,10.0,20.0,19.0,0
917,6.0,16.0,15.0,0
918,10.0,20.0,19.0,0
919,10.0,20.0,19.0,0
920,9.0,19.0,18.0,0
921,12.0,22.0,21.0,0
922,10.0,20.0,19.0,0
923,11.0,21.0,20.0,0
924,11.0,21.0,20.0,0
925,8.0,18.0,17.0,0
926,11.0,21.0,20.0,0
927,7.0,17.0,16.0,0
928,10.0,20.0,19.0,0
929,8.0,18.0,17.0,0
930,10.0,20.0,19.0,0
931,6.0,16.0,15.0,0
932,7.0,17.0,16.0,0
933,12.0,22.0,21.0,0
934,10.0,19.0,18.0,0
935,11.0,20.0,19.0,0
936,10.0,20.0,19.0,0
937,10.0,20.0,19.0,0
938,6.0,16.0,15.0,0
939,9.0,19.0,18.0,0
940,9.0,19.0,18.0,0
941,8.0,18.0,17.0,0
942,9.0,19.0,18.0,0
943,9.0,19.0,18.0,0
944,11.0,21.0,20.0,0
945,9.0,19.0,18.0,0
946,10.0,19.0,18.0,0
947,12.0,21.0,20.0,0
948,9.0,18.0,17.0,0
949,10.0,19.0,18.0,0
950,11.0,20.0,19.0,0
951,9.0,19.0,18.0,0
952,10.0,20.0,21.0,0
953,10.0,20.0,21.0,0
954,7.0,17.0,16.0,0
955,11.0,21.0,20.0,0
956,9.0,19.0,18.0,0
957,10.0,20.0,19.0,0
958,8.0,18.0,17.0,0
959,8.0,18.0,17.0,0
960,8.0,18.0,19.0,0
961,12.0,22.0,23.0,0
962,10.0,20.0,19.0,0
963,8.0,18.0,17.0,0
964,10.0,20.0,19.0,0
965,9.0,19.0,18.0,0
966,9.0,19.0,18.0,0
967,10.0,20.0,19.0,0
968,8.0,18.0,17.0,0
969,12.0,22.0,21.0,0
970,10.0,19.0,18.0,0
971,11.0,20.0,19.0,0
972,10.0,19.0,18.0,0
973,13.0,23.0,22.0,0
974,10.0,20.0,19.0,0
975,8.0,18.0,17.0,0
976,10.0,20.0,19.0,0
977,9.0,19.0,18.0,0
978,10.0,20.0,19.0,0
979,13.0,23.0,22.0,0
980,8.0,18.0,17.0,0
981,13.0,23.0,22.0,0
982,10.0,20.0,19.0,0
983,9.0,19.0,18.0,0
984,9.0,19.0,18.0,0
985,12.0,22.0,21.0,0
986,8.0,18.0,17.0,0
987,12.0,22.0,21.0,0
988,9.0,19.0,18.0,0
989,10.0,20.0,19.0,0
990,9.0,19.0,18.0,0
991,10.0,20.0,19.0,0
992,10.0,20.0,19.0,0
993,10.0,20.0,19.0,0
994,9.0,19.0,18.0,0
995,13.0,23.0,22.0,0
996,10.0,20.0,19.0,0
997,10.0,20.0,19.0,0
998,11.0,21.0,20.0,0
999,10.0,20.0,21.0,0
1000,9.0,19.0,20.0,0
1001,10.0,20.0,21.0,0
1002,4.0,14.0,15.0,0
1003,11.0,21.0,20.0,0
1004,7.0,17.0,16.0,0
1005,9.0,19.0,18.0,0
1006,7.0,17.0,16.0,0
1007,10.0,20.0,19.0,0
1008,10.0,20.0,19.0,0
1009,9.0,19.0,18.0,0
1010,11.0,21.0,20.0,0
1011,12.0,22.0,21.0,0
1012,6.0,16.0,15.0,0
1013,12.0,22.0,21.0,0
1014,8.0,18.0,17.0,0
1015,10.0,20.0,19.0,0
1016,10.0,20.0,19.0,0
1017,11.0,20.0,19.0,0
1018,12.0,21.0,20.0,0
1019,7.0,17.0,16.0,0
1020,9.0,19.0,18.0,0
1021,9.0,19.0,18.0,0
1022,10.0,20.0,19.0,0
1023,10.0,20.0,19.0,0
1024,9.0,19.0,18.0,0
1025,6.0,16.0,15.0,0
1026,9.0,19.0,18.0,0
1027,8.0,18.0,17.0,0
1028,9.0,18.0,17.0,0
1029,14.0,23.0,22.0,0
1030,9.0,18.0,17.0,0
1031,11.0,20.0,19.0,0
1032,9.0,18.0,17.0,0
1033,10.0,20.0,21.0,0
1034,8.0,18.0,19.0,0
1035,8.0,18.0,17.0,0
1036,11.0,20.0,19.0,0
1037,10.0,19.0,16.0,0
1038,11.0,20.0,17.0,0
1039,8.0,18.0,17.0,0
1040,10.0,20.0,19.0,0
1041,8.0,18.0,19.0,0
1042,7.0,17.0,18.0,0
1043,9.0,19.0,18.0,0
1044,9.0,19.0,18.0,0
1045,10.0,20.0,19.0,0
1046,11.0,21.0,20.0,0
